Car_id,Date,Gender,Dealer_Name,Dealer_Region,Company,Model,Body Style,Color,Transmission,Engine,Annual Income,Price ($),Dealer_No ,Phone,
C_CND_010274,12/24/2022,Male,Scrivener Performance Engineering,Greenville,Infiniti,I30,Hardtop,Pale White,Manual,Overhead Camshaft,600000,22000,38701-8047,6769233,
C_CND_011959,3/13/2023,Male,Rabun Used Car Sales,Scottsdale,Hyundai,Elantra,Sedan,Red,Manual,Overhead Camshaft,600000,22000,85257-3102,8359010,
C_CND_015723,7/14/2023,Male,C & M Motors Inc,Aurora,Volvo,S40,Sedan,Pale White,Manual,Overhead Camshaft,600000,22000,60504-7114,7012248,
C_CND_015816,7/16/2023,Male,Classic Chevy,Scottsdale,Chevrolet,Prizm,Hardtop,Pale White,Manual,Overhead Camshaft,600000,22000,85257-3102,6651938,
C_CND_016697,8/13/2023,Male,Progressive Shippers Cooperative Association No,Pasco,Mercedes-B,CLK Coupe,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,600000,22000,53546-9427,8230879,
C_CND_017678,9/4/2023,Male,Iceberg Rentals,Pasco,Chevrolet,Corvette,SUV,Pale White,Manual,Overhead Camshaft,600000,22000,53546-9427,8883884,
C_CND_019717,10/20/2023,Male,Star Enterprises Inc,Pasco,Dodge,Avenger,Passenger,Pale White,Auto,DoubleÂ Overhead Camshaft,600000,22000,99301-3882,8519355,
C_CND_020345,11/4/2023,Male,Saab-Belle Dodge,Aurora,Ford,Expedition,SUV,Pale White,Manual,Overhead Camshaft,600000,22000,60504-7114,8602618,
C_CND_020998,11/13/2023,Female,Ryder Truck Rental and Leasing,Middletown,Dodge,Avenger,Passenger,Pale White,Auto,DoubleÂ Overhead Camshaft,600000,22000,06457-3834,8358109,
C_CND_021073,11/14/2023,Male,Hatfield Volkswagen,Pasco,Volkswagen,Jetta,Passenger,Pale White,Auto,DoubleÂ Overhead Camshaft,600000,22000,99301-3882,6263767,
C_CND_021292,11/19/2023,Male,Suburban Ford,Janesville,Lexus,LS400,Sedan,Black,Auto,DoubleÂ Overhead Camshaft,600000,22000,53546-9427,6142281,
C_CND_023291,12/20/2023,Male,Classic Chevy,Austin,Plymouth,Breeze,Hardtop,Pale White,Auto,DoubleÂ Overhead Camshaft,600000,22000,85257-3102,6779139,
C_CND_015513,7/7/2023,Male,Race Car Help,Austin,Chrysler,LHS,Hatchback,Pale White,Auto,DoubleÂ Overhead Camshaft,600000,21001,78758-7841,8045013,
C_CND_018959,9/25/2023,Male,Motor Vehicle Branch Office,Austin,Chevrolet,Prizm,Hardtop,Red,Manual,Overhead Camshaft,600000,21001,78758-7841,7141115,
C_CND_021156,11/17/2023,Male,Nebo Chevrolet,Middletown,Mercury,Mountaineer,SUV,Pale White,Manual,Overhead Camshaft,600000,21001,06457-3834,8085806,
C_CND_004933,8/24/2022,Male,Diehl Motor CO Inc,Austin,Chevrolet,Prizm,Hardtop,Red,Manual,Overhead Camshaft,600000,21000,06457-3834,8081564,
C_CND_011674,3/6/2023,Male,C & M Motors Inc,Aurora,Mercedes-B,S-Class,SUV,Red,Manual,Overhead Camshaft,600000,21000,60504-7114,8881922,
C_CND_013234,5/1/2023,Female,Enterprise Rent A Car,Aurora,Dodge,Dakota,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,600000,21000,60504-7114,8853441,
C_CND_013966,5/23/2023,Male,Enterprise Rent A Car,Austin,Nissan,Pathfinder,Hardtop,Red,Auto,DoubleÂ Overhead Camshaft,600000,21000,60504-7114,7539884,
C_CND_019036,9/26/2023,Male,Suburban Ford,Scottsdale,Jaguar,S-Type,Passenger,Red,Manual,Overhead Camshaft,600000,21000,53546-9427,7418043,
C_CND_021019,11/13/2023,Male,Gartner Buick Hyundai Saab,Janesville,Honda,Accord,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,600000,21000,38701-8047,7839146,
C_CND_023117,12/17/2023,Female,Nebo Chevrolet,Middletown,Dodge,Dakota,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,600000,21000,06457-3834,8415750,
C_CND_023829,12/29/2023,Male,Progressive Shippers Cooperative Association No,Pasco,Dodge,Dakota,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,600000,21000,53546-9427,7221540,
C_CND_015619,7/8/2023,Male,Tri-State Mack Inc,Scottsdale,Dodge,Ram Pickup,Hardtop,Pale White,Manual,Overhead Camshaft,600000,20001,85257-3102,8328726,
C_CND_012489,4/4/2023,Male,Motor Vehicle Branch Office,Austin,Volkswagen,Passat,Hatchback,Red,Manual,Overhead Camshaft,600000,20000,78758-7841,6350075,
C_CND_012921,4/18/2023,Male,Suburban Ford,Janesville,Volkswagen,GTI,SUV,Pale White,Auto,DoubleÂ Overhead Camshaft,600000,20000,53546-9427,6900572,
C_CND_014780,6/12/2023,Male,Enterprise Rent A Car,Aurora,Dodge,Ram Pickup,Hardtop,Pale White,Manual,Overhead Camshaft,600000,20000,60504-7114,7442127,
C_CND_012038,3/14/2023,Male,Pitre Buick-Pontiac-Gmc of Scottsdale,Austin,Pontiac,Bonneville,Hatchback,Red,Auto,DoubleÂ Overhead Camshaft,600000,19001,99301-3882,8163893,
C_CND_013073,4/22/2023,Male,Pitre Buick-Pontiac-Gmc of Scottsdale,Pasco,Subaru,Outback,SUV,Pale White,Auto,DoubleÂ Overhead Camshaft,600000,19001,99301-3882,6493800,
C_CND_020059,10/29/2023,Male,Progressive Shippers Cooperative Association No,Janesville,Mitsubishi,Diamante,Hatchback,Pale White,Manual,Overhead Camshaft,600000,19001,53546-9427,7674731,
C_CND_003536,6/28/2022,Male,Tri-State Mack Inc,Scottsdale,Oldsmobile,Bravada,Hatchback,Red,Auto,DoubleÂ Overhead Camshaft,600000,19000,85257-3102,7085043,
C_CND_011343,2/15/2023,Male,Iceberg Rentals,Janesville,Volkswagen,Jetta,Passenger,Red,Auto,DoubleÂ Overhead Camshaft,600000,19000,53546-9427,8815949,
C_CND_013558,5/9/2023,Female,Tri-State Mack Inc,Scottsdale,Mercedes-B,SLK,Passenger,Red,Auto,DoubleÂ Overhead Camshaft,600000,19000,85257-3102,6690281,
C_CND_018806,9/24/2023,Female,Ryder Truck Rental and Leasing,Middletown,Subaru,Outback,SUV,Pale White,Auto,DoubleÂ Overhead Camshaft,600000,19000,06457-3834,7814255,
C_CND_022699,12/10/2023,Male,Enterprise Rent A Car,Aurora,Oldsmobile,Silhouette,Sedan,Red,Manual,Overhead Camshaft,600000,19000,60504-7114,7125906,
C_CND_020455,11/5/2023,Male,Progressive Shippers Cooperative Association No,Middletown,Mercedes-B,M-Class,Hardtop,Black,Auto,DoubleÂ Overhead Camshaft,600000,18001,53546-9427,6115943,
C_CND_000760,3/5/2022,Male,Tri-State Mack Inc,Austin,Ford,Ranger,Hatchback,Black,Manual,Overhead Camshaft,600000,18000,85257-3102,6987956,
C_CND_001113,3/21/2022,Female,Star Enterprises Inc,Aurora,Lexus,LS400,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,600000,18000,99301-3882,7564820,
C_CND_001337,3/31/2022,Male,Saab-Belle Dodge,Aurora,Ford,Expedition,SUV,Black,Manual,Overhead Camshaft,600000,18000,60504-7114,7072606,
C_CND_006232,9/24/2022,Male,Saab-Belle Dodge,Aurora,Volkswagen,Golf,Hardtop,Pale White,Auto,DoubleÂ Overhead Camshaft,600000,18000,60504-7114,7002632,
C_CND_007692,11/8/2022,Male,Chrysler of Tri-Cities,Pasco,Saab,3-Sep,Sedan,Black,Auto,DoubleÂ Overhead Camshaft,600000,18000,99301-3882,8106977,
C_CND_015917,7/17/2023,Male,Tri-State Mack Inc,Scottsdale,Lexus,RX300,Hardtop,Black,Manual,Overhead Camshaft,600000,18000,85257-3102,6743851,
C_CND_020861,11/11/2023,Male,New Castle Ford Lincoln Mercury,Aurora,Lincoln,Town car,Hatchback,Pale White,Auto,DoubleÂ Overhead Camshaft,600000,18000,60504-7114,8716581,
C_CND_021829,11/27/2023,Female,Diehl Motor CO Inc,Middletown,Chrysler,Concorde,Hardtop,Black,Manual,Overhead Camshaft,600000,18000,06457-3834,8884860,
C_CND_012858,4/16/2023,Male,Pars Auto Sales,Greenville,Volvo,S40,Sedan,Black,Auto,DoubleÂ Overhead Camshaft,600000,17000,38701-8047,8951338,
C_CND_018879,9/25/2023,Female,Rabun Used Car Sales,Austin,Ford,Focus,Hardtop,Red,Manual,Overhead Camshaft,600000,17000,85257-3102,7461709,
C_CND_020913,11/12/2023,Male,Star Enterprises Inc,Pasco,Chevrolet,Camaro,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,600000,17000,99301-3882,8003856,
C_CND_021530,11/22/2023,Male,Buddy Storbeck's Diesel Service Inc,Scottsdale,Volvo,S40,Sedan,Pale White,Manual,Overhead Camshaft,600000,17000,06457-3834,8892768,
C_CND_000349,2/6/2022,Male,Clay Johnson Auto Sales,Austin,Dodge,Avenger,Passenger,Black,Auto,DoubleÂ Overhead Camshaft,600000,16000,78758-7841,6872309,
C_CND_003319,6/18/2022,Male,Pars Auto Sales,Greenville,Mercury,Grand Marquis,SUV,Pale White,Manual,Overhead Camshaft,600000,16000,38701-8047,8524479,
C_CND_006792,10/9/2022,Male,Race Car Help,Austin,Volkswagen,Cabrio,Sedan,Black,Auto,DoubleÂ Overhead Camshaft,600000,16000,78758-7841,6022625,
C_CND_012876,4/17/2023,Female,Star Enterprises Inc,Pasco,Volkswagen,Jetta,Passenger,Red,Auto,DoubleÂ Overhead Camshaft,600000,16000,99301-3882,6560617,
C_CND_014171,5/28/2023,Male,Diehl Motor CO Inc,Middletown,Porsche,Carrera Coupe,Hardtop,Black,Manual,Overhead Camshaft,600000,16000,06457-3834,6982605,
C_CND_020353,11/4/2023,Male,Race Car Help,Austin,Mercury,Grand Marquis,SUV,Pale White,Manual,Overhead Camshaft,600000,16000,78758-7841,7637555,
C_CND_020962,11/12/2023,Female,Chrysler Plymouth,Austin,Nissan,Maxima,Sedan,Pale White,Manual,Overhead Camshaft,600000,16000,53546-9427,7143446,
C_CND_009649,12/11/2022,Male,Star Enterprises Inc,Pasco,Ford,Escort,Passenger,Pale White,Auto,DoubleÂ Overhead Camshaft,600000,15001,99301-3882,8840174,
C_CND_001650,4/13/2022,Male,Race Car Help,Austin,Infiniti,I30,Hatchback,Red,Auto,DoubleÂ Overhead Camshaft,600000,15000,78758-7841,8733739,
C_CND_011001,1/24/2023,Male,Capitol KIA,Greenville,Infiniti,I30,Hatchback,Red,Auto,DoubleÂ Overhead Camshaft,600000,15000,38701-8047,7179124,
C_CND_018128,9/11/2023,Male,Hatfield Volkswagen,Pasco,Hyundai,Sonata,SUV,Black,Manual,Overhead Camshaft,600000,15000,99301-3882,8110812,
C_CND_017444,9/2/2023,Male,Ryder Truck Rental and Leasing,Middletown,Toyota,Celica,SUV,Pale White,Manual,Overhead Camshaft,600000,14000,06457-3834,6611286,
C_CND_017810,9/5/2023,Male,Ryder Truck Rental and Leasing,Middletown,Audi,A6,SUV,Pale White,Manual,Overhead Camshaft,600000,14000,06457-3834,7364351,
C_CND_019411,10/10/2023,Female,Progressive Shippers Cooperative Association No,Janesville,Saturn,LW,Hatchback,Pale White,Manual,Overhead Camshaft,600000,13000,53546-9427,6006598,
C_CND_023087,12/16/2023,Male,Clay Johnson Auto Sales,Austin,Chrysler,Cirrus,Passenger,Red,Auto,DoubleÂ Overhead Camshaft,600000,12001,78758-7841,6765023,
C_CND_016968,8/23/2023,Male,Pitre Buick-Pontiac-Gmc of Scottsdale,Pasco,Oldsmobile,Silhouette,Sedan,Red,Auto,DoubleÂ Overhead Camshaft,600000,12000,99301-3882,7516435,
C_CND_023458,12/24/2023,Male,Star Enterprises Inc,Pasco,Chevrolet,Metro,Passenger,Pale White,Auto,DoubleÂ Overhead Camshaft,600000,12000,99301-3882,6811983,
C_CND_001987,4/25/2022,Male,Clay Johnson Auto Sales,Pasco,Nissan,Pathfinder,Hatchback,Red,Manual,Overhead Camshaft,600000,11000,78758-7841,8518049,
C_CND_012915,4/18/2023,Male,Rabun Used Car Sales,Scottsdale,Ford,Escort,Passenger,Black,Manual,Overhead Camshaft,600000,11000,85257-3102,8271648,
C_CND_021359,11/20/2023,Female,Pars Auto Sales,Greenville,Dodge,Intrepid,Sedan,Black,Manual,Overhead Camshaft,600000,11000,38701-8047,7399695,
C_CND_023319,12/22/2023,Male,Suburban Ford,Janesville,Pontiac,Bonneville,Hatchback,Red,Manual,Overhead Camshaft,600000,11000,53546-9427,6662095,
C_CND_021393,11/20/2023,Male,Chrysler Plymouth,Janesville,Chevrolet,Lumina,Passenger,Black,Manual,Overhead Camshaft,600000,10000,53546-9427,6070434,
C_CND_020495,11/6/2023,Male,Pitre Buick-Pontiac-Gmc of Scottsdale,Pasco,Mercury,Grand Marquis,SUV,Black,Auto,DoubleÂ Overhead Camshaft,600000,9000,99301-3882,7387551,
C_CND_021909,11/28/2023,Female,Buddy Storbeck's Diesel Service Inc,Middletown,Plymouth,Neon,SUV,Black,Auto,DoubleÂ Overhead Camshaft,600000,9000,06457-3834,8815769,
C_CND_007727,11/8/2022,Male,McKinney Dodge Chrysler Jeep,Scottsdale,Mercury,Grand Marquis,SUV,Red,Manual,Overhead Camshaft,599999,71990,85257-3102,6283597,
C_CND_014526,6/6/2023,Female,U-Haul CO,Austin,Dodge,Ram Pickup,Hardtop,Pale White,Auto,DoubleÂ Overhead Camshaft,599900,39900,78758-7841,8568163,
C_CND_001971,4/25/2022,Male,Iceberg Rentals,Janesville,Dodge,Ram Van,Hatchback,Red,Auto,DoubleÂ Overhead Camshaft,599900,31900,53546-9427,8094018,
C_CND_019351,10/8/2023,Female,Rabun Used Car Sales,Scottsdale,Volkswagen,Jetta,Passenger,Red,Auto,DoubleÂ Overhead Camshaft,599900,19900,85257-3102,7760845,
C_CND_014462,6/5/2023,Male,Motor Vehicle Branch Office,Austin,Chrysler,LHS,Hatchback,Black,Auto,DoubleÂ Overhead Camshaft,599500,26500,78758-7841,8359465,
C_CND_017581,9/3/2023,Female,Hatfield Volkswagen,Pasco,Cadillac,Seville,SUV,Black,Manual,Overhead Camshaft,599000,44000,99301-3882,8255247,
C_CND_001801,4/18/2022,Male,Ryder Truck Rental and Leasing,Middletown,Pontiac,Sunfire,Sedan,Red,Manual,Overhead Camshaft,599000,43000,06457-3834,8634928,
C_CND_011348,2/15/2023,Male,Pars Auto Sales,Greenville,Cadillac,Escalade,Sedan,Black,Manual,Overhead Camshaft,599000,34000,38701-8047,6824758,
C_CND_020739,11/10/2023,Male,Scrivener Performance Engineering,Greenville,Plymouth,Voyager,Passenger,Pale White,Auto,DoubleÂ Overhead Camshaft,599000,22000,38701-8047,8194539,
C_CND_004173,7/25/2022,Male,Rabun Used Car Sales,Scottsdale,Lincoln,Navigator,Sedan,Black,Auto,DoubleÂ Overhead Camshaft,599000,19000,85257-3102,6496260,
C_CND_005604,9/13/2022,Male,Enterprise Rent A Car,Aurora,Chrysler,300M,SUV,Pale White,Auto,DoubleÂ Overhead Camshaft,599000,16000,60504-7114,6715661,
C_CND_021528,11/22/2023,Male,Tri-State Mack Inc,Pasco,Chrysler,300M,SUV,Pale White,Auto,DoubleÂ Overhead Camshaft,599000,16000,85257-3102,8722433,
C_CND_012077,3/17/2023,Male,Progressive Shippers Cooperative Association No,Janesville,Dodge,Ram Van,Hatchback,Black,Auto,DoubleÂ Overhead Camshaft,598000,60000,53546-9427,6609212,
C_CND_023540,12/25/2023,Male,Iceberg Rentals,Janesville,Infiniti,I30,Hardtop,Pale White,Auto,DoubleÂ Overhead Camshaft,598000,51000,53546-9427,8348679,
C_CND_018167,9/11/2023,Male,Iceberg Rentals,Janesville,Mercedes-B,S-Class,SUV,Black,Auto,DoubleÂ Overhead Camshaft,598000,39001,53546-9427,8301492,
C_CND_002491,5/14/2022,Male,Race Car Help,Pasco,Pontiac,Sunfire,Sedan,Pale White,Manual,Overhead Camshaft,598000,28000,78758-7841,8820144,
C_CND_005544,9/12/2022,Male,Saab-Belle Dodge,Aurora,Audi,A6,SUV,Black,Manual,Overhead Camshaft,598000,25000,60504-7114,7759207,
C_CND_002064,4/27/2022,Female,Scrivener Performance Engineering,Pasco,Ford,Focus,Hatchback,Red,Manual,Overhead Camshaft,598000,24000,38701-8047,6062084,
C_CND_002271,5/7/2022,Male,Diehl Motor CO Inc,Middletown,Infiniti,I30,SUV,Red,Manual,Overhead Camshaft,598000,22000,06457-3834,8305186,
C_CND_005384,9/7/2022,Male,Tri-State Mack Inc,Janesville,Chevrolet,Prizm,Hardtop,Black,Manual,Overhead Camshaft,598000,16000,85257-3102,8979490,
C_CND_007107,10/23/2022,Male,Enterprise Rent A Car,Aurora,Ford,F-Series,Passenger,Pale White,Manual,Overhead Camshaft,598000,14000,60504-7114,6099447,
C_CND_013976,5/23/2023,Female,Saab-Belle Dodge,Pasco,Toyota,Sienna,Passenger,Black,Manual,Overhead Camshaft,598000,12001,60504-7114,6808539,
C_CND_023537,12/25/2023,Female,Iceberg Rentals,Janesville,Buick,Park Avenue,Hatchback,Red,Manual,Overhead Camshaft,597500,45500,53546-9427,8551523,
C_CND_018086,9/10/2023,Male,Capitol KIA,Greenville,Chevrolet,Malibu,SUV,Pale White,Auto,DoubleÂ Overhead Camshaft,597500,25500,38701-8047,7808081,
C_CND_022918,12/12/2023,Female,Buddy Storbeck's Diesel Service Inc,Janesville,Dodge,Ram Pickup,Hardtop,Pale White,Manual,Overhead Camshaft,597500,21500,06457-3834,8065114,
C_CND_001066,3/20/2022,Male,New Castle Ford Lincoln Mercury,Aurora,Chevrolet,Metro,Passenger,Pale White,Manual,Overhead Camshaft,597500,13500,60504-7114,7763940,
C_CND_016812,8/18/2023,Male,Progressive Shippers Cooperative Association No,Janesville,Toyota,Land Cruiser,SUV,Red,Auto,DoubleÂ Overhead Camshaft,597000,33000,53546-9427,6096965,
C_CND_016229,7/25/2023,Male,Race Car Help,Austin,Subaru,Forester,SUV,Black,Auto,DoubleÂ Overhead Camshaft,597000,22000,78758-7841,8987436,
C_CND_007087,10/23/2022,Female,Star Enterprises Inc,Pasco,Chrysler,Town & Country,Sedan,Pale White,Manual,Overhead Camshaft,597000,17001,99301-3882,8207591,
C_CND_016477,8/4/2023,Male,Enterprise Rent A Car,Aurora,Buick,Century,SUV,Pale White,Auto,DoubleÂ Overhead Camshaft,597000,17000,60504-7114,8517935,
C_CND_010832,1/15/2023,Female,Saab-Belle Dodge,Aurora,Audi,A6,SUV,Pale White,Manual,Overhead Camshaft,597000,13000,60504-7114,8502664,
C_CND_012608,4/8/2023,Male,Clay Johnson Auto Sales,Austin,Saab,3-Sep,Sedan,Red,Auto,DoubleÂ Overhead Camshaft,596000,69001,78758-7841,6761159,
C_CND_006591,10/1/2022,Male,Nebo Chevrolet,Pasco,Volkswagen,Passat,Hatchback,Pale White,Auto,DoubleÂ Overhead Camshaft,596000,31000,06457-3834,7423145,
C_CND_003361,6/19/2022,Male,Tri-State Mack Inc,Scottsdale,Chrysler,300M,SUV,Pale White,Auto,DoubleÂ Overhead Camshaft,596000,22000,85257-3102,6470205,
C_CND_012252,3/26/2023,Male,Capitol KIA,Greenville,Chevrolet,Monte Carlo,Hatchback,Red,Manual,Overhead Camshaft,596000,17000,38701-8047,6980639,
C_CND_008379,11/20/2022,Male,Star Enterprises Inc,Pasco,Chrysler,Sebring Coupe,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,595000,46000,99301-3882,6692221,
C_CND_020904,11/12/2023,Male,Suburban Ford,Janesville,Volvo,S40,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,595000,42000,53546-9427,8285140,
C_CND_007383,10/31/2022,Male,Capitol KIA,Greenville,Ford,Expedition,SUV,Black,Auto,DoubleÂ Overhead Camshaft,595000,41000,38701-8047,6733208,
C_CND_004704,8/16/2022,Male,Race Car Help,Greenville,Dodge,Avenger,Passenger,Red,Auto,DoubleÂ Overhead Camshaft,595000,39000,78758-7841,7558517,
C_CND_023539,12/25/2023,Female,Chrysler Plymouth,Middletown,Oldsmobile,Bravada,Hatchback,Black,Manual,Overhead Camshaft,595000,36000,53546-9427,6814993,
C_CND_016057,7/21/2023,Female,Pars Auto Sales,Greenville,Toyota,Land Cruiser,SUV,Pale White,Auto,DoubleÂ Overhead Camshaft,595000,33001,38701-8047,8253841,
C_CND_015735,7/14/2023,Male,Saab-Belle Dodge,Aurora,Porsche,Carrera Cabrio,Passenger,Pale White,Auto,DoubleÂ Overhead Camshaft,595000,32000,60504-7114,8196553,
C_CND_017436,9/2/2023,Female,Capitol KIA,Greenville,Pontiac,Grand Am,SUV,Pale White,Auto,DoubleÂ Overhead Camshaft,595000,31001,38701-8047,7216785,
C_CND_005882,9/18/2022,Male,Scrivener Performance Engineering,Greenville,Mercedes-B,E-Class,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,595000,31000,38701-8047,7605468,
C_CND_009787,12/12/2022,Male,Progressive Shippers Cooperative Association No,Greenville,Mercury,Mystique,Passenger,Pale White,Auto,DoubleÂ Overhead Camshaft,595000,29000,53546-9427,7007039,
C_CND_018812,9/24/2023,Male,U-Haul CO,Austin,Chevrolet,Camaro,Sedan,Red,Auto,DoubleÂ Overhead Camshaft,595000,24000,78758-7841,7165041,
C_CND_002474,5/14/2022,Female,Tri-State Mack Inc,Austin,Porsche,Carrera Coupe,Hardtop,Red,Auto,DoubleÂ Overhead Camshaft,595000,22001,85257-3102,8399249,
C_CND_009276,12/5/2022,Male,Race Car Help,Austin,BMW,323i,Hatchback,Red,Auto,DoubleÂ Overhead Camshaft,595000,22001,78758-7841,7111295,
C_CND_008885,11/28/2022,Male,Ryder Truck Rental and Leasing,Middletown,Plymouth,Voyager,Passenger,Pale White,Auto,DoubleÂ Overhead Camshaft,595000,22000,06457-3834,7704250,
C_CND_012892,4/17/2023,Female,Rabun Used Car Sales,Scottsdale,Chevrolet,Prizm,Hardtop,Red,Manual,Overhead Camshaft,595000,21000,85257-3102,6861786,
C_CND_001037,3/19/2022,Male,C & M Motors Inc,Aurora,Pontiac,Bonneville,Hatchback,Pale White,Auto,DoubleÂ Overhead Camshaft,595000,20000,60504-7114,7826578,
C_CND_015152,6/23/2023,Female,McKinney Dodge Chrysler Jeep,Scottsdale,Chevrolet,Cavalier,SUV,Pale White,Manual,Overhead Camshaft,595000,20000,85257-3102,7121605,
C_CND_003168,6/13/2022,Male,Nebo Chevrolet,Middletown,Subaru,Outback,SUV,Pale White,Auto,DoubleÂ Overhead Camshaft,595000,19000,06457-3834,8126918,
C_CND_002300,5/7/2022,Male,Rabun Used Car Sales,Greenville,Ford,Ranger,Hatchback,Black,Manual,Overhead Camshaft,595000,18000,85257-3102,8250954,
C_CND_006139,9/22/2022,Male,Gartner Buick Hyundai Saab,Greenville,Oldsmobile,Intrigue,SUV,Black,Auto,DoubleÂ Overhead Camshaft,595000,18000,38701-8047,7042956,
C_CND_015496,7/4/2023,Female,Enterprise Rent A Car,Aurora,Volvo,C70,Hatchback,Black,Auto,DoubleÂ Overhead Camshaft,595000,18000,60504-7114,6613618,
C_CND_021946,11/28/2023,Female,Enterprise Rent A Car,Aurora,Pontiac,Sunfire,Sedan,Black,Auto,DoubleÂ Overhead Camshaft,595000,18000,60504-7114,6748607,
C_CND_006759,10/8/2022,Male,Enterprise Rent A Car,Aurora,Mercedes-B,SLK,Passenger,Pale White,Manual,Overhead Camshaft,595000,17000,60504-7114,8200304,
C_CND_023728,12/29/2023,Female,Pars Auto Sales,Greenville,Oldsmobile,Bravada,Hatchback,Black,Manual,Overhead Camshaft,595000,17000,38701-8047,6566106,
C_CND_010178,12/21/2022,Female,Chrysler Plymouth,Janesville,Nissan,Maxima,Sedan,Pale White,Manual,Overhead Camshaft,595000,16001,53546-9427,7652247,
C_CND_016152,7/22/2023,Male,McKinney Dodge Chrysler Jeep,Scottsdale,Chrysler,LHS,Hatchback,Pale White,Auto,DoubleÂ Overhead Camshaft,595000,16000,85257-3102,7134742,
C_CND_017370,9/1/2023,Male,Progressive Shippers Cooperative Association No,Janesville,Jaguar,S-Type,Passenger,Black,Auto,DoubleÂ Overhead Camshaft,595000,16000,53546-9427,7071762,
C_CND_002860,5/31/2022,Male,Motor Vehicle Branch Office,Austin,Mercedes-B,SLK230,Hatchback,Pale White,Manual,Overhead Camshaft,595000,14000,78758-7841,7877373,
C_CND_019977,10/28/2023,Female,Chrysler Plymouth,Janesville,Volkswagen,Passat,Hatchback,Pale White,Auto,DoubleÂ Overhead Camshaft,595000,13001,53546-9427,7027403,
C_CND_022370,12/5/2023,Male,Star Enterprises Inc,Pasco,Audi,A6,SUV,Pale White,Manual,Overhead Camshaft,595000,13000,99301-3882,7385946,
C_CND_000569,2/21/2022,Female,U-Haul CO,Austin,Chrysler,Sebring Coupe,Sedan,Black,Manual,Overhead Camshaft,595000,12000,78758-7841,7705516,
C_CND_012535,4/7/2023,Male,Classic Chevy,Scottsdale,Dodge,Durango,SUV,Pale White,Auto,DoubleÂ Overhead Camshaft,595000,10000,85257-3102,6684568,
C_CND_011999,3/13/2023,Female,Clay Johnson Auto Sales,Janesville,Toyota,Sienna,Passenger,Black,Manual,Overhead Camshaft,594500,16501,78758-7841,7862192,
C_CND_001108,3/21/2022,Male,Iceberg Rentals,Janesville,Saturn,LS,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,594000,45000,53546-9427,8714074,
C_CND_005033,8/28/2022,Male,Race Car Help,Austin,Chevrolet,Camaro,Sedan,Black,Auto,DoubleÂ Overhead Camshaft,594000,41000,78758-7841,7490644,
C_CND_008924,11/29/2022,Male,Rabun Used Car Sales,Austin,Mitsubishi,Montero Sport,Hardtop,Black,Auto,DoubleÂ Overhead Camshaft,593000,45001,85257-3102,7959621,
C_CND_022086,12/1/2023,Male,Rabun Used Car Sales,Middletown,Volvo,S40,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,593000,42000,85257-3102,7491868,
C_CND_009558,12/10/2022,Male,Progressive Shippers Cooperative Association No,Janesville,Honda,Passport,Hardtop,Pale White,Manual,Overhead Camshaft,593000,27000,53546-9427,6878038,
C_CND_016050,7/20/2023,Male,Ryder Truck Rental and Leasing,Janesville,Lexus,LS400,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,593000,27000,06457-3834,6436660,
C_CND_022013,12/1/2023,Female,Pars Auto Sales,Pasco,Subaru,Forester,Hardtop,Black,Auto,DoubleÂ Overhead Camshaft,593000,22000,38701-8047,6944206,
C_CND_010640,12/31/2022,Male,C & M Motors Inc,Aurora,Volvo,S70,Hardtop,Red,Manual,Overhead Camshaft,593000,21000,60504-7114,6233262,
C_CND_002671,5/26/2022,Male,Rabun Used Car Sales,Scottsdale,Saturn,LW,Hatchback,Pale White,Auto,DoubleÂ Overhead Camshaft,593000,18000,85257-3102,6224980,
C_CND_011536,3/1/2023,Male,Scrivener Performance Engineering,Greenville,Mitsubishi,Galant,Passenger,Pale White,Auto,DoubleÂ Overhead Camshaft,592500,36500,38701-8047,7411903,
C_CND_006085,9/21/2022,Male,Enterprise Rent A Car,Aurora,Mercedes-B,S-Class,SUV,Pale White,Manual,Overhead Camshaft,592500,21500,60504-7114,7898432,
C_CND_023587,12/26/2023,Male,Pars Auto Sales,Aurora,Ford,Ranger,Hardtop,Black,Manual,Overhead Camshaft,592500,18500,38701-8047,8799775,
C_CND_001999,4/26/2022,Male,Suburban Ford,Janesville,Mercury,Grand Marquis,SUV,Pale White,Manual,Overhead Camshaft,592500,16501,53546-9427,6181222,
C_CND_007950,11/12/2022,Male,Scrivener Performance Engineering,Greenville,BMW,328i,Sedan,Black,Manual,Overhead Camshaft,592000,69000,38701-8047,7819572,
